text,label,flag_words_strict,explanation
"යූටියුබර්ලා සතියකට වරක් වගේ වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"දේශපාලකයන් කීප දෙනෙක් අදාල තත්ත්වය අනුව අඩු සාක්ෂි වගේ පෙනෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ගුරුවරුන් අතුරින් කිහිපය ඇතැම් අවස්ථාවල අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය පිරිස හැමදාම මෙහෙමයි: මෝඩ තීරණ. වැඩක් නැති වාද කරන්නෙ,HATE,මෝඩ,Matched hate/harassment lexicon (insults/commands/threat markers).
"පුවත් ආයතන ඇතැම් මේ දවස්වල අතිශය සරල වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය පාලකයෝ අතිශය කට්ට කාලයක් නාස්ති නේද? දැන්ම හදාගන්න! දැන් බලන්න.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔය පාලකයෝ කරන වැඩෙන් විශ්වාසය කඩනවා. දැන්ම හදාගන්න! හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔයාලා ඇත්තටම ලජ්ජාවක් නේද? කඩිනම්ව වෙනස් වෙන්න! ඒකයි.,HATE,වෙනස් වෙන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
"යූටියුබර්ලා සමහර වෙලාවට වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය පාලකයෝ අසාර්ථකයි,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"බ්ලොග් ලියන අය ගැන අදහස් වෙනස් වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"සමාජ මාධ්‍ය පරිශීලකයන් අවස්ථා කිහිපයකදී වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එකගේ වැඩ හරිම අප්පිරියයි හරිද?,HATE,අප්පිරිය,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය පිරිස කරන වැඩෙන් බොරුව පතුරවනවා. මොළේ යොදාගන්න! ඉතින්.,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය පාලකයෝ ඇත්තටම ලජ්ජාවක් නේද? ආයෙම කරන්නේ නැතුව ඉන්න! ඒකයි.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"දේශපාලකයන් කිහිපදෙනෙක් කාලෙකට කාලෙට අසමතුලිත වගේ පෙනෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා කීප දෙනෙක් මේ දවස්වල පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
එයාලා හරිම අප්පිරියයි,HATE,අප්පිරිය,Matched hate/harassment lexicon (insults/commands/threat markers).
යූටියුබර්ලා ගැන සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් හෙළිවුණා කියලා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස, හෙළි, හෙළිවුණා, තහවුරු",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"වෘත්තීයවේදීන් ගැන විවේචනයක් තියෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා ගැන අදහස් වෙනස් වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එක කියන දේ අහන්නත් අමාරුයි. අතිශය අසභ්‍ය වැඩ. නවත්තන්න! නෙමෙයිද?,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
"ඇතුලේ කෙනෙක් කියනවා වෛද්‍යවරුන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔයා කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. නවත්තන්න! ඉතින්.,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
"පොලිස් නිලධාරීන් කීප දෙනෙක් සතියකට වරක් වගේ අතිශය සරල වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
බ්ලොග් ලියන අය ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"බ්ලොග් ලියන අය මේ දවස්වල වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පොලිස් නිලධාරීන් සතියකට වරක් වගේ අපැහැදිලි වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මිනිස්සු කියන විදියට යූටියුබර්ලා බේරාගන්න නීති රහසේ වෙනස් කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,"රහස, රහසේ",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"දේශපාලකයන් කතාවක් යනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස, රහසේ",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
